Issuer Ticker,Issuer Name,Announced Date,Pricing Date,Industry Sector,Sales - 1 Yr Growth,Profit Margin,Return on Assets,Offer Size (M),Shares Outstanding (M),Market Cap at Offer (M)
NEXI,NexImmune,1/19/2021,2/11/2021,"Consumer, Non-cyclical",,,-67.4,126.509,22.5216,382.867
LGVN,Longeveron,1/19/2021,2/11/2021,"Consumer, Non-cyclical",-76.8,-1305.1,-55.4,29.1,2.91,29.1
CVII/U,Churchill Capital VII,1/11/2021,2/12/2021,Diversified,,,4.6,1380,138,1380
CCVI/U,Churchill Capital VI,1/11/2021,2/12/2021,Diversified,,,4.7,552,48,480
BITE/U,Bite Acquisition,1/25/2021,2/12/2021,Diversified,,,-0.3,200,20,200
MSACU,Medicus Sciences Acquisition C,12/23/2020,2/15/2021,Diversified,,,6.2,92,9.2,92
PFDRU,Pathfinder Acquisition,1/28/2021,2/16/2021,Diversified,,,4.8,325,32.5,325
NVSAU,New Vista Acquisition,2/1/2021,2/16/2021,Diversified,,,3.8,276,27.6,276
PRDS,Pardes Biosciences,1/26/2021,2/16/2021,"Consumer, Non-cyclical",,,-27.9,201.25,21.875,218.75
ABGI,ABG Acquisition I,2/1/2021,2/16/2021,Diversified,,,-0.5,150.65,18.802,188.02
MACAU,Moringa Acquisition,2/1/2021,2/16/2021,Diversified,,,-1.3,115,11.85,118.5
VRPX,Virpax Pharmaceuticals,10/9/2020,2/16/2021,"Consumer, Non-cyclical",,,-90,18,4.9452,49.452
FSRXU,FinServ Acquisition II,2/2/2021,2/17/2021,Diversified,,,2.5,300,30.7,307
KIIIU,Kismet Acquisition Three,1/26/2021,2/17/2021,Diversified,,,2.2,287.5,28.75,287.5
KAIIU,Kismet Acquisition Two,1/26/2021,2/17/2021,Diversified,,,3.9,230,23,230
SPTKU,SportsTek Acquisition,2/1/2021,2/17/2021,Diversified,,,5.6,172.5,17.25,172.5
1841848D,Auddia,1/10/2020,2/17/2021,Technology,,,-92.1,16.4662,0,0
SPGS/U,Simon Property Group Acquisiti,1/29/2021,2/18/2021,Diversified,,,3.9,345,34.5,345
TWNI/U,Tailwind International Acquisi,1/29/2021,2/18/2021,Diversified,,,7.9,345,34.5,345
CFVIU,Rumble,1/29/2021,2/18/2021,Communications,,-855.5,-307.1,300,30.7,307
FACA/U,Figure Acquisition I,2/3/2021,2/18/2021,Diversified,,,2,287.5,28.75,250
ASPCU,Alpha Capital Acquisition Co,1/29/2021,2/18/2021,Diversified,,,,230,23,230
BRPMU,FaZe Holdings,1/8/2021,2/18/2021,Communications,,,-7.9,172.5,17.725,154.75
SLAMU,Slam,2/4/2021,2/22/2021,Diversified,,,9.1,575,57.5,575
ANAC/U,Arctos NorthStar Acquisition C,2/5/2021,2/22/2021,Diversified,,,3.4,316.25,31.625,316.25
CMIIU,SomaLogic,2/1/2021,2/22/2021,"Consumer, Non-cyclical",,-107.2,-24.7,276,27.6,276
FTAAU,FTAC Athena Acquisition,1/20/2021,2/22/2021,Diversified,,,2.3,250,25.66,256.6
VELOU,Velocity Acquisition,2/5/2021,2/22/2021,Diversified,,,3.8,230,23,230
SRNGU,Ginkgo Bioworks Holdings,12/23/2020,2/23/2021,"Consumer, Non-cyclical",309.4,-583.1,-159.2,1725,172.5,1725
GSEVU,Gores Holdings VII,1/20/2021,2/23/2021,Diversified,,,1.3,550,55,550
COLIU,Colicity,2/5/2021,2/23/2021,Diversified,,,3.2,345,34.5,345
GLBLU,Cartesian Growth,2/5/2021,2/23/2021,Diversified,,,,345,34.5,345
BOAS/U,BOA Acquisition,2/4/2021,2/23/2021,Diversified,,,3.7,230,23,230
HIIIU,Hudson Executive Investment Co,2/4/2021,2/24/2021,Diversified,,,2,600,60,600
RFMZ,RiverNorth Flexible Municipal,7/10/2020,2/24/2021,Financial,,,,440,0,0
GIIXU,Gores Holdings VIII,1/27/2021,2/24/2021,Diversified,,,0.0857468,345,34.5,345
HUGS/U,USHG Acquisition,2/5/2021,2/24/2021,Diversified,,,-4.8,287.5,28.75,287.5
FLME/U,Flame Acquisition,2/5/2021,2/24/2021,Diversified,,,6.4,287.5,28.75,287.5
EJFAU,EJF Acquisition,2/9/2021,2/24/2021,Diversified,,,,287.5,28.75,287.5
ISLEU,Isleworth Healthcare Acquisiti,1/21/2021,2/24/2021,Diversified,,,4.6,207,20.7,207
ASZ/U,Austerlitz Acquisition II,2/10/2021,2/25/2021,Diversified,,,4.1,1380,138,1380
AUS/U,Austerlitz Acquisition I,2/10/2021,2/25/2021,Diversified,,,4.1,690,69,690
FSNB/U,Fusion Acquisition II,1/20/2021,2/25/2021,Diversified,,,,500,50,500
AGAC/U,African Gold Acquisition,1/7/2021,2/25/2021,Diversified,,,2.5,414,41.4,414
SBEAU,SilverBox Engaged Merger,2/8/2021,2/25/2021,Diversified,,,-4.4,345,34.5,345
FACT/U,Freedom Acquisition I,2/10/2021,2/25/2021,Diversified,,,2.2,345,34.5,345
TWLVU,Twelve Seas Investment Co II,2/1/2021,2/25/2021,Diversified,,,2.4,345,34.5,345
MACQU,AdTheorent Holding Co,2/1/2021,2/25/2021,Communications,,15.8,12.5,316.25,31.625,316.25
WARR/U,Warrior Technologies Acquisiti,2/5/2021,2/25/2021,Diversified,,,5.2,276,27.6,276
LIII/U,Local Bounti,1/21/2021,2/25/2021,"Consumer, Non-cyclical",678,-8792,-73.3,275,27.5,275
1980014D,Kensington Capital Acquisition,1/20/2021,2/25/2021,Diversified,,,,230,23,230
ARYD,ARYA Sciences Acquisition,2/10/2021,2/25/2021,Diversified,,,1.1,149.5,18.66,186.6
IBER/U,Ibere Pharmaceuticals,2/9/2021,2/26/2021,Diversified,,,2.2,138,13.8,138
TSPQ/U,TCW Special Purpose Acquisitio,2/5/2021,3/1/2021,Diversified,,,3.2,463.933,45,0
ANZUU,Anzu Special Acquisition,2/8/2021,3/1/2021,Diversified,,,3.8,425,42.5,425
OHPAU,Orion Acquisition,2/12/2021,3/1/2021,Diversified,,,3.3,414,41.4,414
NSTC/U,Northern Star Investment,2/4/2021,3/1/2021,Diversified,,,,400,40,400
NSTD/U,Northern Star Investment,2/4/2021,3/1/2021,Diversified,,,,350,35,350
NDACU,NightDragon Acquisition,2/9/2021,3/1/2021,Diversified,,,2,345,35.4,354
SNII/U,Rigetti Computing,2/10/2021,3/1/2021,Technology,,,-13.4,345,0,0
HYACU,Biote,2/12/2021,3/1/2021,"Consumer, Non-cyclical",,,6.9,317.5,31.75,317.5
DHCAU,DHC Acquisition,2/9/2021,3/1/2021,Diversified,,,3.2,309.451,30.9451,309.451
DHBCU,DHB Capital,2/12/2021,3/1/2021,Diversified,,,0.2,287.5,28.75,287.5
AMPI/U,Advanced Merger Partners,2/1/2021,3/1/2021,Diversified,,,1.6,287.5,28.75,287.5
FTEV/U,Fintech Evolution Acquisition,2/11/2021,3/1/2021,Diversified,,,3.2,274.102,27.4102,274.102
OSCR,Oscar Health,12/21/2020,3/2/2021,"Consumer, Non-cyclical",297.3,-31.1,-14.1,1444.6,168.026,6553.03
MACC/U,Mission Advancement,2/9/2021,3/2/2021,Diversified,,,3.3,345,34.5,345
ARRWU,Arrowroot Acquisition,2/11/2021,3/2/2021,Diversified,,,5.3,287.5,28.75,287.5
ISOS/U,Bowlero,1/21/2021,3/2/2021,"Consumer, Cyclical",130.6,-3.2,-1.6,254.837,25.4837,254.837
LOKM/U,Live Oak Mobility Acquisition,1/27/2021,3/2/2021,Diversified,,,,253,25.3,253
ROCRU,QualTek Services,1/12/2021,3/2/2021,Industrial,,,-7,115,0,0
HERAU,FTAC Hera Acquisition,2/1/2021,3/3/2021,Diversified,,,,851.478,85.1478,851.478
MBAC/U,M3-Brigade Acquisition II,2/16/2021,3/3/2021,Diversified,,,-0.9,460,46,460
INNV,Innovage Holding,2/8/2021,3/3/2021,"Consumer, Non-cyclical",9.5,-0.9,,398.914,135.516,2796.93
RXRAU,RXR Acquisition,2/12/2021,3/3/2021,Diversified,,,,345,34.5,345
ACAHU,Atlantic Coastal Acquisition C,2/11/2021,3/3/2021,Diversified,,,,345,34.5,345
TRCA/U,Twin Ridge Capital Acquisition,1/22/2021,3/3/2021,Diversified,,,,213.088,21.3088,213.088
ATAQ/U,Altimar Acquisition III,1/29/2021,3/3/2021,Diversified,,,,155.25,15.525,155.25
KVSA,Khosla Ventures Acquisition Co,2/12/2021,3/4/2021,Diversified,,,,345,40.4,404
TWNT/U,Terran Orbital,2/17/2021,3/4/2021,Communications,64.4,-339.7,-40.7,345,34.5,345
DMYQ/U,Planet Labs PBC,2/17/2021,3/4/2021,Communications,15.9,-104.5,,345,34.5,345
PSAGU,Property Solutions Acquisition,2/5/2021,3/4/2021,Diversified,,,0.9,317,32.405,324.05
IPVIU,InterPrivate IV InfraTech Part,2/17/2021,3/4/2021,Diversified,,,2.3,287.5,28.75,287.5
WPCA/U,Warburg Pincus Capital I-,2/17/2021,3/4/2021,Diversified,,,3.2,283.422,28.3422,283.422
IRAAU,Iris Acquisition,1/25/2021,3/4/2021,Diversified,,,5,276,27.6,276
VPCBU,VPC Impact Acquisition Holding,1/21/2021,3/4/2021,Diversified,,,,255.785,25.5785,255.785
VPCC/U,Dave,1/29/2021,3/4/2021,Financial,,,,253.766,25.3766,253.766
LHAA,Lerer Hippeau Acquisition,2/12/2021,3/4/2021,Diversified,,,-0.5,222.662,22.2662,222.662
FRSGU,First Reserve Sustainable Grow,2/4/2021,3/4/2021,Diversified,,,-0.2,222.44,22.244,222.44
WPCB/U,Warburg Pincus Capital I-,2/17/2021,3/5/2021,Diversified,,,3.3,548.75,54.875,548.75
IPVA/U,InterPrivate II Acquisition Co,2/17/2021,3/5/2021,Diversified,,,-0.00843953,258.75,25.875,0
IPVF/U,InterPrivate III Financial Par,2/17/2021,3/5/2021,Diversified,,,-0.3,258.75,25.875,258.75
ACQRU,Independence Holdings,2/12/2021,3/8/2021,Diversified,,,1,495.909,49.5909,495.909
PDOT/U,Peridot Acquisition II,1/29/2021,3/8/2021,Diversified,,,,408.455,40.8455,408.455
SYM,Symbotic,2/5/2021,3/8/2021,Industrial,173.5,-48.5,-48.3,320,39,390
SVFB,SVF Investment 2,2/5/2021,3/8/2021,Diversified,,,-0.4,230,23,230
VAQC,Vector Acquisition II,2/16/2021,3/9/2021,Diversified,,,,450,45,450
FRXB/U,Forest Road Acquisition I,2/18/2021,3/9/2021,Diversified,,,4.1,350,35,350
DTOCU,Digital Transformation Opportu,2/12/2021,3/9/2021,Diversified,,,5,333.5,33.35,333.5
CLAA/U,Colonnade Acquisition II,2/12/2021,3/9/2021,Diversified,,,,330,33,330
ESM/U,ESM Acquisition,2/22/2021,3/9/2021,Diversified,,,,300,30,300
SBII/U,Sandbridge X2,2/17/2021,3/9/2021,Diversified,,,,238.177,23.8177,238.177
FRWAU,PWP Forward Acquisition I,2/22/2021,3/9/2021,Diversified,,,3,211.634,21.1634,211.634
PTOCU,Pine Technology Acquisition Co,2/19/2021,3/10/2021,Diversified,,,-0.8,345,34.5,345
AGGRU,Agile Growth,2/2/2021,3/10/2021,Diversified,,,4.2,310,31,310
SPKBU,Silver Spike Acquisition,2/5/2021,3/10/2021,Diversified,,,4.9,287.5,28.75,287.5
FRONU,Frontier Acquisition,2/18/2021,3/10/2021,Diversified,,,,230,23.6,236
GAPA/U,G&P Acquisition,2/12/2021,3/10/2021,Diversified,,,5.6,175,17.5,175
ATSPU,SoundHound AI,2/12/2021,3/10/2021,Technology,,,,133,13.69,136.9
HAYW,Hayward Holdings,2/17/2021,3/11/2021,Industrial,60.1,14.5,8,732.593,231.614,3937.44
GTPBU,Gores Technology Partners II I,2/2/2021,3/11/2021,Diversified,,,,460,46,460
ROSS/U,Ross Acquisition II,2/2/2021,3/11/2021,Diversified,,,,345,34.5,345
GTPAU,Gores Technology Partners,2/2/2021,3/11/2021,Diversified,,,-3.7,275,27.5,275
FTPAU,FTAC Parnassus Acquisition Cor,2/8/2021,3/11/2021,Diversified,,,1.9,250,25.69,226.9
CFFEU,CF Acquisition VIII,2/19/2021,3/11/2021,Diversified,,,-1.3,250,25,220
SCAQU,Stratim Cloud Acquisition,2/17/2021,3/11/2021,Diversified,,,3.7,250,25,287.5
RXDX,Prometheus Biosciences,2/19/2021,3/11/2021,"Consumer, Non-cyclical",154.6,-2882.5,-44.6,218.5,36.1073,657.539
JOAN,JOANN,2/16/2021,3/11/2021,"Consumer, Cyclical",-12.4,2.3,-2.2,150.937,42.0117,504.14
LBPH,Longboard Pharmaceuticals,2/19/2021,3/11/2021,"Consumer, Non-cyclical",,,-42,84.7744,17.2154,270.672
RTPYU,Aurora Innovation,2/12/2021,3/15/2021,"Consumer, Cyclical",,-915.2,-40.9,977.5,97.75,977.5
FVIV/U,Fortress Value Acquisition Cor,2/19/2021,3/15/2021,Diversified,,,3.2,650,65,650
WALDU,Waldencast plc,2/22/2021,3/15/2021,"Consumer, Non-cyclical",,,-2.9,345,34.5,345
PLMIU,Plum Acquisition I,2/19/2021,3/15/2021,Diversified,,,,319.216,31.9216,319.216
FZT/U,FAST Acquisition II,2/26/2021,3/15/2021,Diversified,,,3.9,230,23,200
OLO,Olo,2/19/2021,3/16/2021,Technology,51.7,-28.3,-5.1,517.5,20.7,517.5
RCPIU,Reverence Acquisition,3/16/2021,3/16/2021,Diversified,,,,300,30,300
GAMCU,Golden Arrow Merger,2/24/2021,3/16/2021,Diversified,,,,287.5,28.75,287.5
SNCY,Sun Country Airlines Holdings,2/8/2021,3/16/2021,"Consumer, Cyclical",55.1,12.4,0.9,250.908,57.1534,1371.68
ATHN/U,Heliogen,2/5/2021,3/16/2021,Energy,4302,-1615,-102.5,250,25,250
BGSX/U,Build Acquisition,2/26/2021,3/16/2021,Diversified,,,4.9,200,20,200
KSICU,Kadem Sustainable Impact,2/26/2021,3/16/2021,Diversified,,,,175,17.5,175
KAHC/U,KKR Acquisition Holdings I Cor,2/4/2021,3/17/2021,Diversified,,,,1380,138,1380
REVHU,Revolution Healthcare Acquisit,3/1/2021,3/17/2021,Diversified,,,,550,55,550
AAQC/U,Accelerate Acquisition,3/2/2021,3/17/2021,Diversified,,,1.2,400,40,400
TETCU,Tech and Energy Transition Cor,2/24/2021,3/17/2021,Diversified,,,3.3,385,38.5,385
VEI,Vine Energy,2/22/2021,3/17/2021,Energy,,-18.6,,346.15,38.2201,489.931
NAPA,Duckhorn Portfolio/The,2/23/2021,3/17/2021,"Consumer, Non-cyclical",10.6,16.1,4.9,345,118.047,1770.7
FMIVU,Forum Merger IV,2/17/2021,3/17/2021,Diversified,,,,336.015,34.5315,345.315
GXIIU,GX Acquisition II,2/23/2021,3/17/2021,Diversified,,,3.5,300,30,300
RACB,Research Alliance II,3/2/2021,3/17/2021,Diversified,,,-0.6,149.5,18.66,186.6
AMAOU,American Acquisition Opportuni,2/5/2021,3/17/2021,Diversified,,,4.9,105.06,10.506,105.06
LGV/U,Longview Acquisition II,1/29/2021,3/18/2021,Diversified,,,2.1,690,69,600
TIL,Instil Bio,2/26/2021,3/18/2021,"Consumer, Non-cyclical",,,-34,368,128.212,2564.24
BYTSU,BYTE Acquisition,2/26/2021,3/18/2021,Diversified,,,,323.693,33.3993,333.993
GGMCU,Glenfarne Merger,2/17/2021,3/18/2021,Diversified,,,3,250,25.81,257
LDHAU,LDH Growth I,1/29/2021,3/18/2021,Diversified,,,,230,23,230
AFAQU,AF Acquisition,2/25/2021,3/18/2021,Diversified,,,3.5,224,22.4,224
FNCH,Finch Therapeutics Group,2/26/2021,3/18/2021,"Consumer, Non-cyclical",140,-313.8,-31.8,130.779,47.3383,804.751
AFCG,AFC Gamma,12/28/2020,3/18/2021,Financial,,56.7,9.8,118.75,12.4294,236.159
GANX,Gain Therapeutics,2/19/2021,3/18/2021,"Consumer, Non-cyclical",471.2,-8418.8,-57.1,46.0009,11.8765,130.642
GGPIU,Gores Guggenheim,2/22/2021,3/22/2021,Diversified,,,-8.4,800,80,800
DGNU,Dragoneer Growth Opportunities,3/2/2021,3/22/2021,Diversified,,,1.7,430.676,53.0676,530.676
VGII/U,Grove Collaborative Holdings,2/12/2021,3/22/2021,Communications,,,,402.5,40.25,402.5
NGCAU,Virgin Orbit Holdings,3/4/2021,3/22/2021,Industrial,,,,382.595,38.2595,382.595
LEGAU,Lead Edge Growth Opportunities,3/3/2021,3/22/2021,Diversified,,,,345,34.5,345
ACTDU,OPAL Fuels,2/4/2021,3/22/2021,Energy,,,0.9,311.163,31.1163,275
STRE/U,Supernova Partners Acquisition,2/18/2021,3/22/2021,Diversified,,,-0.6,281.034,28.1034,281.034
NBSTU,Newbury Street Acquisition Cor,2/1/2021,3/22/2021,Diversified,,,,128.439,13.2339,132.339
DOCN,DigitalOcean Holdings,2/25/2021,3/23/2021,Technology,34.6,-4.5,-2,775.5,105.303,4949.24
ACVA,ACV Auctions,2/26/2021,3/23/2021,Technology,72,-21.8,-10.6,475.815,19.0325,475.812
KIND,Nextdoor Holdings,2/12/2021,3/23/2021,Communications,,-49.6,-15.7,416.344,47.7344,477.344
DCRCU,Solid Power,2/12/2021,3/23/2021,"Consumer, Cyclical",,667.1,9.5,350,35,350
DISAU,Disruptive Acquisition I,3/8/2021,3/23/2021,Diversified,,,3.5,275,27.5,275
GLHAU,Glass Houses Acquisition,2/9/2021,3/23/2021,Diversified,,,,220.473,22.0473,220.473
CRZNU,Corazon Capital V838 Monoceros,2/12/2021,3/23/2021,Diversified,,,,203.799,20.3799,203.799
MOVE,Movano,2/2/2021,3/23/2021,"Consumer, Cyclical",,,-72.7,48.875,32.1244,160.622
DSEY,Diversey Holdings Ltd,3/1/2021,3/24/2021,Basic Materials,-0.3,-6.6,-3.5,767.307,308.817,4632.26
MSDAU,MSD Acquisition,2/19/2021,3/24/2021,Diversified,,,,575,57.5,575
KVSC,Khosla Ventures Acquisition Co,2/12/2021,3/24/2021,Diversified,,,,500,56.3,563
LCAHU,Landcadia Holdings IV,2/12/2021,3/24/2021,Diversified,,,2.7,500,50,500
CRCT,Cricut,2/16/2021,3/24/2021,Technology,36.2,10.7,8.2,306.298,15.3149,306.298
NGC/U,Northern Genesis Acquisition C,2/18/2021,3/24/2021,Diversified,,,,172.45,17.245,172.45
SEMR,SEMrush Holdings,3/1/2021,3/24/2021,Technology,50.5,-1.7,-5.9,150.07,17.5193,245.27
ALHC,Alignment Healthcare,3/3/2021,3/25/2021,Technology,21.7,-16.7,-19.5,549.256,190.588,3430.59
DSGN,Design Therapeutics,3/5/2021,3/25/2021,"Consumer, Non-cyclical",,,-16.6,276,55.6173,1112.35
VZIO,Vizio Holding,3/1/2021,3/25/2021,"Consumer, Cyclical",3.9,-1.8,-4.6,257.25,85.0792,1786.66
EWTX,Edgewise Therapeutics,3/5/2021,3/25/2021,"Consumer, Non-cyclical",,,-18.1,202.4,48.217,771.472
TDUP,ThredUp,3/3/2021,3/25/2021,"Consumer, Cyclical",35.3,-25,-24.8,193.2,13.8,193.2
IKNA,Ikena Oncology,3/5/2021,3/25/2021,"Consumer, Non-cyclical",237,-110.1,-20,143.75,31.293,500.688
WMPN,William Penn Bancorp,10/15/2020,3/25/2021,Financial,-2,16.9,0.4,126.4,15.1708,151.708
BIGZ,BlackRock Innovation & Growth,2/17/2021,3/26/2021,Financial,,,,4400,0,0
TWOA,two/CA,3/2/2021,3/29/2021,Diversified,,,,214.375,27.0375,270.375
COUR,Coursera,3/5/2021,3/30/2021,"Consumer, Non-cyclical",41.4,-34.9,-17.9,596.953,132.63,4376.79
ULCC,Frontier Group Holdings,3/8/2021,3/31/2021,"Consumer, Cyclical",64.8,-4.9,-3,655.5,215.078,4086.48
COMP,Compass,3/1/2021,3/31/2021,Financial,72.5,-7.7,-31,473.335,366.305,6593.5
MBTCU,Nocturne Acquisition,2/8/2021,3/31/2021,Diversified,,,-1.2,115,11.95,119.5
ACBAU,Ace Global Business Acquisitio,2/9/2021,4/5/2021,Diversified,,,-4.2,46,5.28,52.8
CMLTU,EQRx,2/25/2021,4/6/2021,"Consumer, Non-cyclical",,,-12,552,55.2,552
PANA,Panacea Acquisition II,3/9/2021,4/6/2021,Diversified,,,,172.5,17.25,172.5
