Issuer Ticker,Issuer Name,Announced Date,Pricing Date,Industry Sector,Sales - 1 Yr Growth,Profit Margin,Return on Assets,Offer Size (M),Shares Outstanding (M),Market Cap at Offer (M)
SLRX,Salarius Pharmaceuticals,12/29/2014,1/28/2015,"Consumer, Non-cyclical",-64.8,-693.8,-46,100.99,18.7173,299.477
ENTL,Entellus Medical,12/23/2014,1/28/2015,"Consumer, Non-cyclical",22.1,-38.2,-16.9,89.9997,18.3335,299.931
LENSF,Presbia PLC,3/20/2014,1/28/2015,"Consumer, Non-cyclical",50,-40071.4,-113.9,41.667,13.333,133.33
HIFR,InfraREIT,12/19/2014,1/29/2015,Utilities,5.2,30.7,3.1,529,47.015,1081.35
FNWB,First Northwest Bancorp,11/21/2012,1/29/2015,Financial,17.4,20.8,0.7,121.67,13.1004,131.004
SHAK,Shake Shack,12/29/2014,1/29/2015,"Consumer, Cyclical",41.5,-1.1,-1.5,120.75,12.0581,253.22
TCON,Tracon Pharmaceuticals,12/29/2014,1/29/2015,"Consumer, Non-cyclical",,-8285.2,-142.9,36,12.0928,120.928
ONCE,Spark Therapeutics,12/30/2014,1/30/2015,"Consumer, Non-cyclical",436.4,-121.7,-33.1,185.15,24.5404,540.279
AVGR,Avinger,12/30/2014,1/30/2015,"Consumer, Non-cyclical",15.6,-171.8,-58.9,65,10.2298,132.987
CPPL,Columbia Pipeline Partners LP,9/29/2014,2/5/2015,Energy,-1.1,8.7,0.7,1238.16,53.8331,1238.16
DEA,Easterly Government Properties,12/23/2014,2/5/2015,Financial,12.1,10.9,0.8,207,24.1684,362.526
1916418D,Barington/Hilco Acquisition Co,11/13/2014,2/6/2015,Diversified,,,-9.4,42.931,0,0
AVNU,Avenue Financial Holdings,1/9/2015,2/9/2015,Financial,19.1,17.7,0.6,31.625,10.2292,112.521
INOV,Inovalon Holdings,12/30/2014,2/11/2015,Technology,3.9,3.3,2.6,684.85,25.3648,3900.96
NVTA,Invitae,1/9/2015,2/11/2015,"Consumer, Non-cyclical",64.6,-82.3,-90.5,116.84,31.7518,508.029
FNTCU,CardConnect,12/12/2014,2/13/2015,"Consumer, Non-cyclical",,-2.7,,100,13.7333,0
AJX,Great Ajax,11/26/2014,2/13/2015,Financial,-5.7,43.7,0.0371016,74.4776,15.207,213.472
BLPH,Bellerophon Therapeutics,1/13/2015,2/13/2015,"Consumer, Non-cyclical",,,-68,60,12.9053,154.864
RCKT,Rocket Pharmaceuticals,11/5/2014,2/18/2015,"Consumer, Non-cyclical",,,-42,40.002,15.8775,95.265
MXPT,MaxPoint Interactive,2/3/2015,3/6/2015,Communications,6.4,-11.9,-18.9,74.75,25.5662,294.011
SUM,Summit Materials,12/18/2014,3/11/2015,Industrial,3.3,6.3,6.7,459.9,26.581,418.518
GSBD,Goldman Sachs BDC,3/29/2013,3/17/2015,Financial,100.6,55.4,2.5,138,36.2811,707.622
NCOM,National Commerce,1/5/2015,3/18/2015,Financial,47.4,25,1.2,38.1225,9.4385,184.051
HRMNU,NextDecade,7/9/2014,3/24/2015,Energy,,,-10.4,115,0,0
FSB,Franklin Financial Network,1/15/2015,3/25/2015,Financial,12.1,11.4,0.4,55.44,10.8534,227.921
JCAP,NexPoint Storage Partners,2/20/2015,3/26/2015,Financial,44.4,98.4,-6.2,115,6.01,120.2
CCD,Calamos Dynamic Convertible &,3/14/2014,3/27/2015,Financial,,,,609.486,0,0
GDDY,GoDaddy,6/9/2014,3/31/2015,Communications,15,6.3,4.8,520,64.8242,1236.48
KALV,KalVista Pharmaceuticals,12/29/2014,4/8/2015,"Consumer, Non-cyclical",,,-40.4,74.75,26.197,130.985
KDNY,Chinook Therapeutics,3/11/2015,4/14/2015,"Consumer, Non-cyclical",6142.4,-199.3,-18.3,136.85,60.0005,1020.01
CDTX,Cidara Therapeutics,3/13/2015,4/14/2015,"Consumer, Non-cyclical",310.8,-85.6,-61.5,76.8,13.4941,215.906
XBIT,XBiotech,2/2/2015,4/14/2015,"Consumer, Non-cyclical",-58.1,-94.6,-8.6,76,31.7166,602.615
PRTY,Party City Holdco,1/21/2014,4/15/2015,"Consumer, Cyclical",17.3,-0.3,-9,427.657,119.252,1971.51
VIRT,Virtu Financial,3/10/2014,4/15/2015,Financial,-13.2,16.9,3.1,361.23,34.3051,606.081
ETSY,Etsy,3/4/2015,4/15/2015,Communications,34.9,21.1,-21.5,306.667,110.963,1775.41
KMPH,KemPharm,3/11/2015,4/15/2015,"Consumer, Non-cyclical",115.6,-29.8,-23,55.99,13.463,148.093
NSA,National Storage Affiliates Tr,2/13/2015,4/22/2015,Financial,35.5,17.9,1.8,299,0,0
APIC,Apigee,3/20/2015,4/23/2015,Technology,34.1,-45.1,-32.2,86.955,29.0874,494.486
EVA,Enviva,10/28/2014,4/28/2015,Energy,19,-11.7,-11.1,230,13.405,268.1
BPMC,Blueprint Medicines,3/23/2015,4/29/2015,"Consumer, Non-cyclical",-77.3,-357.6,-48.8,168.619,27.0539,464.976
AAPCF,Atlantic Alliance Partnership,2/23/2015,4/29/2015,Diversified,,,-330.9,76.875,10.325,101.375
VKTX,Viking Therapeutics,7/1/2014,4/29/2015,"Consumer, Non-cyclical",,,-31.5,27.6,9.6043,69.2344
BSM,Black Stone Minerals LP,3/19/2015,4/30/2015,Energy,4.8,50.6,33.9,427.5,95.1333,1807.53
OPGN,OpGen,3/3/2015,5/5/2015,"Consumer, Non-cyclical",2.1,-808.3,-43.6,17.1,0,0
TGE,Tallgrass Energy LP,2/24/2015,5/6/2015,Energy,9.4,28.6,4.1,1384.03,47.725,1203.5
LIFE,aTyr Pharma,4/6/2015,5/6/2015,"Consumer, Non-cyclical",,,-56.2,86.296,23.3537,315.696
COLL,Collegium Pharmaceutical,4/2/2015,5/6/2015,"Consumer, Non-cyclical",-10.6,25.8,-4.4,80.04,20.5779,236.495
CLCD,CoLucid Pharmaceuticals,3/30/2015,5/6/2015,"Consumer, Non-cyclical",,,-60.2,55,15.139,0
HTGM,HTG Molecular Diagnostics,12/30/2014,5/6/2015,"Consumer, Non-cyclical",12.8,-192.4,-50.6,51.2512,6.8254,95.5556
BOJA,Bojangles',4/6/2015,5/7/2015,"Consumer, Cyclical",2.9,13.1,9.5,169.337,35.9038,682.172
EQGP,EQGP Holdings LP,2/12/2015,5/11/2015,Energy,13.3,31.4,5.5,714.15,266.165,7186.45
JAGX,Jaguar Health,8/27/2014,5/13/2015,"Consumer, Non-cyclical",-53.8,-1213.2,-90.2,20.02,8.1199,56.8393
KRNY,Kearny Financial/MD,9/5/2014,5/14/2015,Financial,-7.3,32,0.8,717.5,0,0
FTAI,Fortress Transportation and In,1/3/2014,5/14/2015,Industrial,24.3,-22.8,-6.6,377.66,73.503,1249.55
FENX,Fenix Parts,4/8/2015,5/14/2015,"Consumer, Cyclical",91.6,-32.4,-37.2,110.4,19.6907,143.126
RKDA,Arcadia Biosciences,2/17/2015,5/14/2015,"Consumer, Non-cyclical",-15.6,-216.2,-37.2,68.2264,43.5036,348.029
BKFS,Black Knight Financial Service,12/23/2014,5/19/2015,"Consumer, Non-cyclical",19.1,14,8.5,507.15,68.0025,1666.06
RMNIU,Rimini Street,4/17/2015,5/19/2015,Technology,14.5,20,24.6,172.5,0,0
PGND,Press Ganey Holdings,3/5/2015,5/20/2015,Technology,13.1,-11.4,2.9,255.875,53.5482,1305.33
ACV,Virtus Diversifiedome & Co,4/15/2015,5/21/2015,Financial,,,,282.25,0,0
CHCT,Community Healthcare Trust,4/2/2015,5/21/2015,Financial,19.6,24.8,2.9,136.562,7.5112,142.713
CVRS,Corindus Vascular Robotics,5/11/2015,5/29/2015,"Consumer, Non-cyclical",11.7,-324.5,-83.4,41.8,116.883,444.155
PTXP,PennTex Midstream Partners LP,9/30/2014,6/3/2015,Energy,132.8,-0.2,0.5,237.89,20.6445,400
EVH,Evolent Health,5/5/2015,6/4/2015,Technology,-1.8,-4.1,-0.8,224.825,41.4517,704.679
GI,EndoChoice Holdings,5/5/2015,6/4/2015,"Consumer, Non-cyclical",17.7,-82.1,-50.7,109.537,25.1065,366.06
ALTA,Altabancorp,4/20/2015,6/10/2015,Financial,-0.7,34.4,1.3,41.6875,17.4459,247.528
SIOX,Sio Gene Therapies,5/11/2015,6/11/2015,"Consumer, Non-cyclical",,,-74.2,362.25,99.15,1487.25
ELECU,Electrum Special Acquisition C,4/23/2015,6/11/2015,Diversified,,,-0.1,200,0,0
WING,Wingstop,5/6/2015,6/11/2015,"Consumer, Cyclical",13.5,15.1,12.5,126.73,28.5812,543.043
IVTY,Invuity,4/17/2015,6/11/2015,"Consumer, Non-cyclical",22,-100.7,-75.9,55.2,13.3011,152.413
ALPN,Alpine Immune Sciences,5/13/2015,6/16/2015,"Consumer, Non-cyclical",151.1,-214.7,-28.9,88.55,15.4517,216.324
UNVR,Univar Solutions,6/27/2014,6/17/2015,"Consumer, Cyclical",15.3,4.8,9.1,885.5,137.934,3034.55
FIT,Fitbit,5/7/2015,6/17/2015,Industrial,-5.1,-22.3,-20.2,841.225,36.575,731.5
1940857D,Fogo De Chao,4/20/2015,6/18/2015,"Consumer, Cyclical",9,9.1,5.4,101.472,27.9148,558.296
MB,MINDBODY,5/11/2015,6/18/2015,Technology,31.3,-8.1,-8.9,100.1,7.15,100.1
CAFD,8Point3 Energy Partners LP,3/10/2015,6/19/2015,Utilities,14.5,16.2,1.2,420,20,420
EGIF,Eagle Growth &ome Opportun,5/6/2013,6/22/2015,Financial,,,,127.5,0,0
TRU,TransUnion,3/31/2015,6/24/2015,"Consumer, Non-cyclical",16.9,46.8,12.8,764.489,182.22,4099.95
MCRN,Milacron Holdings,4/3/2015,6/24/2015,Industrial,1.9,3.3,2,294.026,67.002,0
GNRT,Euronav MI II,5/22/2015,6/24/2015,Industrial,-23.9,-54.7,-8.2,236.351,81.8725,1146.21
GKOS,Glaukos,5/12/2015,6/24/2015,"Consumer, Non-cyclical",30.7,-16.8,-8.6,124.2,31.263,562.734
LNTH,Lantheus Holdings,6/24/2014,6/24/2015,"Consumer, Non-cyclical",25.2,-16.7,11,73.539,27.8453,167.072
QLGN,Qualigen Therapeutics,3/23/2015,6/24/2015,"Consumer, Non-cyclical",,-316.5,,20,7.7881,38.9405
GPP,Green Plains Partners LP,5/18/2015,6/25/2015,Energy,-5.8,51.4,36,172.5,17.3896,260.844
MCRB,Seres Therapeutics,5/27/2015,6/25/2015,"Consumer, Non-cyclical",336.3,-45.2,-65.3,153.814,38.9487,681.014
ALRM,Alarm.com Holdings,5/22/2015,6/25/2015,"Consumer, Non-cyclical",21.1,6.9,3.5,112.7,45.3714,635.2
APPF,Appfolio,5/18/2015,6/25/2015,Technology,15.9,0.2,-12.5,85.56,7.13,85.56
ATXS,Astria Therapeutics,5/13/2015,6/25/2015,"Consumer, Non-cyclical",,,-35.6,69,15.25,183
XTLY,Xactly,5/19/2015,6/25/2015,Technology,25.6,-17.7,-19.4,64.7448,28.7638,230.11
THW,Tekla World Healthcare Fund,5/11/2015,6/26/2015,Financial,,,,580,0,0
TDOC,Teladoc Health,4/28/2015,6/30/2015,"Consumer, Non-cyclical",85.8,-21,-76.5,180.262,38.2838,703.88
CFMS,Conformis,5/22/2015,6/30/2015,"Consumer, Non-cyclical",45.2,-2.4,-47.8,155.25,40.4126,606.189
CCR,CONSOL Coal Resources LP,4/1/2015,6/30/2015,Energy,-6.7,13.6,-0.8,83.416,11.6,174.167
PIRS,Pieris Pharmaceuticals,6/9/2015,6/30/2015,"Consumer, Non-cyclical",7.1,-145.5,-26.3,28.3324,39.7318,105.93
NTRA,Natera,6/1/2015,7/1/2015,"Consumer, Non-cyclical",59.9,-75.4,-47,196.2,49.3273,887.891
UFAB,Unique Fabricating,11/10/2014,7/1/2015,"Consumer, Cyclical",4.5,-5.5,-24.1,25.6738,9.4425,86.355
OLLI,Ollie's Bargain Outlet Holding,6/15/2015,7/15/2015,"Consumer, Cyclical",-3,8.9,4.6,164.221,58.4632,935.411
CHMA,Chiasma,6/15/2015,7/15/2015,"Consumer, Non-cyclical",,-6761.2,-73,117.117,23.9294,382.87
RPD,Rapid7,6/11/2015,7/16/2015,Technology,30.1,-27.3,-12.3,118.68,38.7524,604.558
MCFT,MasterCraft Boat Holdings,5/1/2015,7/16/2015,"Consumer, Cyclical",34.6,8.2,20.3,104.731,17.2104,258.156
OOMA,Ooma,6/15/2015,7/16/2015,Communications,13.8,-0.9,-0.7,65,16.829,218.777
9994567D,Provident Bancorp/MA,3/13/2015,7/16/2015,Financial,,,,42.228,0,0
9876560D,MSB Financial,3/6/2015,7/16/2015,Financial,,9.6,0.2,37.666,5.9538,59.538
1811045D,Blue Buffalo Pet Products,6/10/2015,7/21/2015,"Consumer, Non-cyclical",10.8,15.1,25.8,778.126,196.034,3920.68
1696855D,Daseke,6/22/2015,7/22/2015,Industrial,7,3.6,5.2,199.599,19.9599,199.599
LOB,Live Oak Bancshares,6/19/2015,7/23/2015,Financial,39.2,36.5,2.3,93.5,34.1549,580.633
NEOS,Neos Therapeutics,6/19/2015,7/23/2015,"Consumer, Non-cyclical",29.3,-26.1,-27.9,82.8,15.2087,217.331
IBRX,ImmunityBio,6/19/2015,7/27/2015,"Consumer, Non-cyclical",741.4,-37129.5,-140.8,238.28,0,0
EACQU,Easterly Acquisition,5/8/2015,7/29/2015,Diversified,,,1.7,200,0,0
1855237D,Purple Innovation,6/12/2015,7/29/2015,"Consumer, Cyclical",11.9,0.5,-6.8,155.25,15.525,155.25
JHY,Nuveen Highome 2020 Target,4/30/2015,7/29/2015,Financial,,,,124,0,0
VTVT,vTv Therapeutics,6/15/2015,7/29/2015,"Consumer, Non-cyclical",-37.5,-324.2,-62.3,117.188,7.8125,117.188
AQMS,Aqua Metals,6/9/2015,7/30/2015,Industrial,60.1,-10516.1,-44.7,36.2095,0,0
1865332D,TerraForm Global,5/7/2015,7/31/2015,Energy,72.6,-24.7,-2.9,675,117.506,1762.59
BETR,Amplify Snack Brands,6/26/2015,8/4/2015,"Consumer, Non-cyclical",47.2,10,1.2,270,75,1350
ZYNE,Zynerba Pharmaceuticals,6/30/2015,8/4/2015,"Consumer, Non-cyclical",,,-45.6,48.3,9.184,128.576
RUN,Sunrun,6/25/2015,8/5/2015,Energy,74.5,-4.9,0.4,250.6,96.9739,1357.63
PLNT,Planet Fitness,6/22/2015,8/5/2015,"Consumer, Cyclical",44.3,7.2,2.9,248.4,37.2605,596.168
AIMT,Aimmune Therapeutics,7/6/2015,8/5/2015,"Consumer, Non-cyclical",,,-86.4,183.999,42.1795,650.872
GBT,Global Blood Therapeutics,7/8/2015,8/11/2015,"Consumer, Non-cyclical",57.3,-155.6,-43.4,138,28.7085,574.17
HLI,Houlihan Lokey,7/10/2015,8/12/2015,Financial,48.8,19.2,15.2,253.575,12.0845,253.774
CNFR,Conifer Holdings,7/2/2015,8/13/2015,Financial,12,-0.9,,34.65,7.631,80.1255
1646391D,Hostess Brands,7/17/2015,8/14/2015,"Consumer, Non-cyclical",12.3,10.4,4.7,375,37.5,375
POAI,Predictive Oncology,9/26/2014,8/26/2015,"Consumer, Non-cyclical",13.4,-1383.6,-57.7,15.003,0,0
PACEU,Pace Holdings,8/13/2015,9/10/2015,Diversified,,,,450,45,450
1566353D,WillScot Mobile Mini Holdings,8/13/2015,9/11/2015,"Consumer, Non-cyclical",38.5,8.4,5.7,500,50,420
RGNX,REGENXBIO,8/17/2015,9/16/2015,"Consumer, Non-cyclical",204.3,27.1,8.7,159.39,26.2957,557.715
PEN,Penumbra,8/14/2015,9/17/2015,"Consumer, Non-cyclical",33.4,0.7,-2.6,138,30.6386,901.158
BLVDU,Boulevard Acquisition II,8/4/2015,9/21/2015,Diversified,,,0.4,370,37,370
FDEU,First Trust Dynamic Europe Equ,7/15/2015,9/24/2015,Financial,,,,330,0,0
PFGC,Performance Food Group Co,9/9/2014,9/30/2015,"Consumer, Non-cyclical",67.4,0.2,1.1,316.825,99.6563,1893.47
SGRY,Surgery Partners,8/17/2015,9/30/2015,"Consumer, Non-cyclical",19.6,-3.1,-0.5,301.235,48.157,914.983
PDSB,PDS Biotechnology,8/14/2015,9/30/2015,"Consumer, Non-cyclical",,,-41.3,92.5364,28.5936,314.53
SYBX,Synlogic,8/24/2015,9/30/2015,"Consumer, Non-cyclical",221.8,-3452.7,-41.7,48.685,20.7617,140.397
PSTG,Pure Storage,8/12/2015,10/6/2015,Technology,29.4,-6.5,-0.4,488.75,28.75,425
ACRS,Aclaris Therapeutics,8/17/2015,10/6/2015,"Consumer, Non-cyclical",4.3,-1343.9,-30.9,63.25,20.1575,221.732
CTMX,CytomX Therapeutics,8/28/2015,10/7/2015,"Consumer, Non-cyclical",-30.6,-120.1,-32.6,92.004,35.925,431.1
ABTX,Allegiance Bancshares,8/24/2015,10/7/2015,Financial,4.7,34.3,1.1,62.79,12.813,260.883
PMTS,CPI Card Group,8/7/2015,10/8/2015,"Consumer, Non-cyclical",20.1,4.2,8.8,172.5,56.4761,564.761
CLACU,Capitol Acquisition III,8/31/2015,10/13/2015,Diversified,,,-0.1,325,32.5,300
FDC,First Data,7/20/2015,10/14/2015,Technology,-21.1,10.5,2.1,2817.23,176.077,14387.2
CERCU,Avalo Therapeutics,6/12/2015,10/15/2015,"Consumer, Non-cyclical",-19.4,-1563.1,-77.3,26,4,26
SBBP,Strongbridge Biopharma PLC,8/28/2015,10/16/2015,"Consumer, Non-cyclical",41.5,-146.6,-37.7,25,0,0
AFCO,American Farmland Co,6/26/2015,10/19/2015,Financial,39.7,-77.5,-5.3,48,16.8908,0
MPSX,Multi Packaging Solutions Inte,6/26/2015,10/21/2015,Industrial,2.7,0.1,0.9,246.675,77.4394,967.712
DMTX,Dimension Therapeutics,9/14/2015,10/21/2015,"Consumer, Non-cyclical",48,-427.1,-70.9,72.8624,24.9844,324.797
LMFAU,LM Funding America,6/25/2015,10/23/2015,Financial,-28.8,529.4,-25.3,12,0,0
IOTS,Adesto Technologies,9/14/2015,10/26/2015,Technology,41.5,-22.7,-21.1,25,14.7812,73.906
MYOK,MyoKardia,9/28/2015,10/28/2015,"Consumer, Non-cyclical",,,-36,62.531,27.0586,270.586
KURA,Kura Oncology,10/20/2015,11/4/2015,"Consumer, Non-cyclical",,,-26.8,55.068,21.3917,171.134
VYGR,Voyager Therapeutics,10/9/2015,11/10/2015,"Consumer, Non-cyclical",-78.1,-190.2,-9.3,80.5,26.7847,364.486
EQBK,Equity Bancshares,10/9/2015,11/10/2015,Financial,-0.2,29.9,1.2,50.1975,7.441,0
WVE,WaVe Life Sciences Ltd,10/9/2015,11/11/2015,"Consumer, Non-cyclical",104,-298.4,-57.2,111.888,21.5513,344.821
1899263D,Instructure,10/9/2015,11/12/2015,Technology,23.3,-31.2,-25.2,80.96,27.1956,435.13
XCOMQ,Xtera Communications,10/5/2015,11/12/2015,Communications,134.7,-28.3,-104.8,25,17.1101,85.5505
JHA,Nuveen Highome December 20,7/16/2015,11/13/2015,Financial,,,,261,0,0
1812209D,Match Group,10/16/2015,11/18/2015,Communications,24.7,9.3,8.8,460,38.3333,400
SQ,Block,10/14/2015,11/18/2015,"Consumer, Non-cyclical",85.9,0.9,-1.3,279.45,327.945,2951.5
MIME,Mimecast Ltd,10/16/2015,11/18/2015,Communications,17.4,5.9,4.8,77.5,54.0025,540.025
DLTH,Duluth Holdings,10/6/2015,11/19/2015,"Consumer, Cyclical",9.3,4.2,4.4,92.004,28.9284,347.141
AXSM,Axsome Therapeutics,10/13/2015,11/19/2015,"Consumer, Non-cyclical",,,-70.1,51.0003,19.137,159.484
1679143D,Andina Acquisition II,9/18/2015,11/25/2015,Diversified,,,-2,40,0,0
BBLG,Bone Biologics,11/12/2014,11/27/2015,"Consumer, Non-cyclical",,,-65.1,16.1266,29.2392,0
RIV,RiverNorth Opportunities Fund,9/10/2010,12/24/2015,Financial,,,,75,0,0
PBBI,PB Bancorp,9/11/2015,1/8/2016,Financial,6,24.4,0.7,31.6248,0,0
CFDB,Central Federal Bancshares,9/11/2015,1/13/2016,Financial,5.1,1.4,0.0510465,14.95,0,0
NHA,Nuveen Municipal 2021 Target T,10/19/2015,1/27/2016,Financial,,,,81,0,0
BGNE,BeiGene Ltd,10/16/2015,2/2/2016,"Consumer, Non-cyclical",256.1,-128.4,-31,182.16,7.59,158.4
EDIT,Editas Medicine,1/4/2016,2/2/2016,"Consumer, Non-cyclical",-71.8,-753.6,-32.2,108.56,36.5845,585.352
AVXS,AveXis,1/15/2016,2/10/2016,"Consumer, Non-cyclical",,,-89.7,105.558,22.9285,458.57
YMTX,Yumanity Therapeutics,12/23/2015,2/11/2016,"Consumer, Non-cyclical",16.6,-491,-79.8,50,19.1115,152.892
RVEN,Reven Housing REIT,9/30/2015,2/16/2016,Financial,14,-35.3,-4.5,28.75,12.0394,69.2266
ELIO,Elio Motors,8/28/2015,2/17/2016,"Consumer, Cyclical",,,,25.08,27.1675,326.01
SRAQU,Permian Resources,1/27/2016,2/23/2016,Energy,68.1,15.3,9.4,500,45,450
SNDX,Syndax Pharmaceuticals,1/4/2016,3/2/2016,"Consumer, Non-cyclical",9109.5,17.8,-4.6,57.714,17.7822,208.472
JSYNU,iSun,11/23/2015,3/2/2016,Energy,115.2,-13.7,-14.5,39,4.1945,41.945
ROSUQ,Rosehill Resources,1/19/2016,3/10/2016,Energy,0.1,2.7,-14.2,81.853,8.1853,81.853
SENS,Senseonics Holdings,1/15/2016,3/17/2016,"Consumer, Non-cyclical",176.3,-2211.8,106.8,49.02,92.9601,264.936
CRVS,Corvus Pharmaceuticals,1/4/2016,3/22/2016,"Consumer, Non-cyclical",,,-40.7,70.5,20.4064,306.096
AGLE,Aeglea BioTherapeutics,6/16/2015,4/6/2016,"Consumer, Non-cyclical",,-351.1,-77.4,54.819,13.4117,134.117
BATS,Cboe Bats,12/16/2015,4/14/2016,Financial,5,5.8,8.2,290.605,95.6794,1817.91
MGP,MGM Growth Properties,3/22/2016,4/19/2016,Financial,-1.3,26.2,2.1,1207.5,57.5,1050
ARA,American Renal Associates Hold,8/31/2015,4/20/2016,"Consumer, Non-cyclical",2,-1.6,-0.7,189.75,30.8448,653.836
SCWX,SecureWorks,12/17/2015,4/21/2016,Technology,-4.6,-7.4,-7.1,112,10.671,149.394
RRR,Red Rock Resorts,10/13/2015,4/26/2016,"Consumer, Cyclical",36.8,14.9,7.8,579.289,41.4282,759.554
NTLA,Intellia Therapeutics,4/11/2016,5/5/2016,"Consumer, Non-cyclical",-43,-810.4,-36.5,124.2,35.9963,647.933
JHD,Nuveen Highome December 20,2/25/2016,5/10/2016,Financial,,,,245,0,0
SITE,SiteOne Landscape Supply,8/18/2015,5/11/2016,"Consumer, Cyclical",28.5,6.8,11.4,241.5,39.5422,830.386
TPB,Turning Point Brands,11/5/2015,5/11/2016,"Consumer, Non-cyclical",9.9,11.6,6.4,54,15.956,159.56
ACIA,Acacia Communications,12/21/2015,5/12/2016,Communications,25.5,15.4,11.4,119.025,35.7266,821.712
ONSIU,Outlook Therapeutics,1/15/2016,5/12/2016,"Consumer, Non-cyclical",,,-182.2,34.9998,21.9694,131.816
PLSE,Pulse Biosciences,12/22/2015,5/17/2016,"Consumer, Non-cyclical",,-4489.4,-101,23,13.3155,53.262
PZRXQ,PhaseRx,4/18/2016,5/17/2016,"Consumer, Non-cyclical",,,-109.4,18.5,11.249,56.245
GGO/C,Gabelli Go Anywhere Trust/The,12/21/2015,5/18/2016,Financial,,,,90,0,0
MSBI,Midland States Bancorp,4/11/2016,5/24/2016,Financial,0.5,29.3,1.2,92.0612,15.3948,326.678
USFD,US Foods Holding,2/9/2016,5/25/2016,"Consumer, Non-cyclical",28.8,0.5,1.5,1175.56,220.296,5066.8
1712099D,Waitr Holdings,4/28/2016,5/25/2016,Communications,-10.8,-2.8,-42.7,250,25,0
COTV,Cotiviti Holdings,4/5/2016,5/25/2016,Technology,8.5,20.3,7.6,245.78,90.167,1704.89
GMS,GMS,7/28/2015,5/25/2016,"Consumer, Cyclical",40.5,5.9,10.2,169.05,40.9429,859.801
RETA,Reata Pharmaceuticals,1/4/2016,5/25/2016,"Consumer, Non-cyclical",27.4,-2588.2,-47.4,69.575,7.6434,84.0774
EHT,Eaton Vance 2021 Target Term T,4/25/2016,5/26/2016,Financial,,,,214.508,0,0
NH,NantHealth,5/6/2016,6/1/2016,Technology,-14.3,-92.9,-31.1,96.6,121.133,1695.86
CLSD,Clearside Biomedical,1/8/2016,6/1/2016,"Consumer, Non-cyclical",274.6,1.2,-11,50.4,19.5927,0
SRTSU,Sensus Healthcare,2/10/2016,6/2/2016,"Consumer, Non-cyclical",182.3,15.2,66.5,12.65,2.3,12.65
ATKR,Atkore,3/4/2016,6/9/2016,Industrial,65.8,20,40.1,192,62.4584,999.334
VIVE,Viveve Medical,4/19/2016,6/14/2016,"Consumer, Non-cyclical",17.2,-342.7,-96.4,15.525,10.6069,53.0345
1766050D,Paragon Commercial,5/26/2016,6/15/2016,Financial,,28.2,0.9,28.7776,5.4497,185.29
SELB,Selecta Biosciences,5/24/2016,6/21/2016,"Consumer, Non-cyclical",412.6,-30.1,24.1,74.0544,18.1892,254.649
TWLO,Twilio,5/26/2016,6/22/2016,Technology,61.3,-33.4,-10.3,172.5,11.5,1233
GMRE,Global Medical REIT,4/1/2016,6/28/2016,Financial,23.6,15.2,1.7,150,17.6057,176.057
SYRS,Syros Pharmaceuticals,6/3/2016,6/29/2016,"Consumer, Non-cyclical",55.6,-368.5,-60.8,57.5,23.36,292
RNDB,Randolph Bancorp,3/4/2016,7/1/2016,Financial,-29,17.8,0.5,56.868,0,0
MIIIU,Infrastructure and Energy Alte,4/19/2016,7/7/2016,Energy,18.5,-4,-8.4,150,0,0
APFH,AdvancePierre Foods Holdings I,4/11/2016,7/14/2016,"Consumer, Cyclical",-2.6,8.6,12.3,449.19,78.586,1650.31
1729307D,Conyers Park Acquisition,6/20/2016,7/14/2016,Diversified,,,,402.5,40.25,402.5
BOLD,Audentes Therapeutics,1/4/2016,7/19/2016,"Consumer, Non-cyclical",,,-45,85.125,21.0204,315.306
PI,Impinj,6/2/2016,7/20/2016,Technology,36.9,-26.9,-16.4,77.28,18.53,259.42
TPIC,TPI Composites,6/17/2016,7/21/2016,Energy,3.7,-9.2,-11.5,79.0625,33.7369,371.106
KDMN,Kadmon Holdings,6/10/2016,7/26/2016,"Consumer, Non-cyclical",62.6,-1314.1,-48.5,75,44.87,538.44
KNSL,Kinsale Capital Group,7/1/2016,7/27/2016,Financial,39.1,23.8,6.4,105.6,20.9688,335.501
TCMD,Tactile Systems Technology,1/25/2016,7/27/2016,"Consumer, Non-cyclical",11.1,-5.6,-12,41.2,16.769,167.69
TLND,Talend SA,6/28/2016,7/28/2016,Technology,15.9,-27.6,-22.7,108.675,6.0375,108.675
FHB,First Hawaiian,7/8/2016,8/3/2016,Financial,-5.8,37.1,0.9,557.75,142.623,3280.32
HOME,At Home Group,9/4/2015,8/3/2016,"Consumer, Cyclical",27.2,-8.6,10.5,142.95,60.3673,905.51
NRBO,NeuroBo Pharmaceuticals,4/18/2016,8/4/2016,"Consumer, Non-cyclical",,,-136.7,30.278,8.4594,84.594
ATOM,Atomera,6/30/2016,8/5/2016,Technology,545.1,-3928.5,-51.7,24,11.3232,84.924
MEDP,Medpace Holdings,6/24/2016,8/10/2016,"Consumer, Non-cyclical",23.3,15.9,15.6,185.15,40.6921,935.918
PTGX,Protagonist Therapeutics,7/11/2016,8/10/2016,"Consumer, Non-cyclical",-4.4,-458.9,-39.7,90,14.6586,175.903
1448759D,Ottawa Savings Bancorp,6/6/2016,8/10/2016,Financial,,,,23.84,0,0
AIRG,Airgain,7/15/2016,8/12/2016,Communications,32.5,-15.6,-18.2,12,7.2376,57.9008
